OBJECTID,IntersectionName,InstallDate,DetectionMethod,OwnedBy,MaintainedBy,LifeStatus,RetiredDate,RetiredReason,Settlement,Municipality,RMWID,ContractNumber,SHAPESTArea,SHAPESTLength
1330,Columbia St W @ Phillip St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET126,,19.70256255,24.0862240218234
1331,Highland Rd W @ Highland Hills Mall,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET1375,,15.875366695,20.6562411466278
1332,Queen St W @ Winston Blvd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET1022,,20.096637505,20.9956916776636
1333,Fischer-Hallman Rd N @ Keats Way,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET358,,23.78470464,26.2202138318045
1334,King St E @ Fairway Rd N/Fairway Rd S,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET696,,17.11630028,23.989929572386
1335,Fischer-Hallman Rd @ New Dundee Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET868,,2.655672195,6.54832804944805
1336,Fischer-Hallman Rd @ Greenbrook Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET335,,46.471216905,44.8486938221911
1337,King St N @ Hwy 85N,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET1397,,41.413045195,40.6113743334244
1339,Maple Grove Rd @ Saltsman Dr,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET835,,17.14050043,20.1935447541298
1340,Maple Grove Rd @ Beaverdale Rd,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET839,,30.27497079,29.5293799898577
1341,King St E @ Tu-Lane St,,Loops,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET663,,31.877252235,31.3233794440922
1342,John St W @ Park St,2016/02/11 05:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET10849,,16,16
1343,John St W @ Park St,2016/02/11 05:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET10850,,16,16
1344,John St W @ Park St,2016/02/11 05:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET10851,,16,16
1345,John St W @ Park St,2016/02/11 05:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET10852,,16,16
1346,John St W @ Park St,2016/02/11 05:00:00+00,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET10853,,16,16
1347,Kressler Rd @ Lobsinger Line,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Heidelberg,Wellesley,DET10854,,16,16
1348,Katherine St N @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET10855,,16,16
1349,Katherine St N @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET10856,,16,16
1355,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Mapleton,Mapleton,DET10862,,16,16
1356,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Mapleton,Mapleton,DET10863,,16,16
1357,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wellesley,Wellesley,DET10864,,16,16
1358,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Mapleton,Mapleton,DET10865,,16,16
1359,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wellesley,Wellesley,DET10866,,16,16
1360,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wellesley,Wellesley,DET10867,,16,16
1361,Dundas St N @ Easton St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10868,,16,16
1362,Dundas St N @ Easton St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10869,,16,16
1363,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10870,,16,16
1364,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10871,,16,16
1365,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10872,,16,16
1366,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10873,,16,16
1367,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10874,,16,16
1368,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10875,,16,16
1369,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10876,,16,16
1370,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10877,,16,16
1371,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10878,,16,16
1372,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10879,,16,16
1373,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10880,,16,16
1374,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10881,,16,16
1375,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10882,,16,16
1376,Kressler Rd @ Lobsinger Line,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Heidelberg,Wellesley,DET10883,,16,16
1377,Kressler Rd @ Lobsinger Line,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Heidelberg,Wellesley,DET10884,,16,16
1378,Katherine St N @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET10885,,16,16
1379,Katherine St N @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET10886,,16,16
1380,Katherine St N @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET10887,,16,16
1388,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Wellesley,Wellesley,DET10895,,16,16
1395,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Mapleton,Mapleton,DET10902,,16,16
1396,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Mapleton,Mapleton,DET10903,,16,16
1397,Manser Rd @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Mapleton,Mapleton,DET10904,,16,16
1398,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10905,,16,16
1399,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10906,,16,16
1400,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10907,,16,16
1401,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10908,,16,16
1402,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10909,,16,16
1403,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10910,,16,16
1404,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10911,,15.975,15.9875211536558
1405,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10912,,16,16
1406,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10913,,16.0408,16.0204266681273
1407,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10914,,16,16
1408,King St E @ Sportsworld Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET10915,,16,16
1409,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10916,,16,16
1410,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10917,,16,16
1411,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10918,,16,16
1412,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10919,,16,16
1413,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10920,,16,16
1414,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10921,,16.0426,16.021335725501
1415,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10922,,16,16
1416,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10923,,16,16
1417,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10924,,16,16
1418,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10925,,16,16
1419,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10926,,16,16
1420,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10927,,16,16
1421,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10928,,16,16
1422,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10929,,16,16
1423,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10930,,16,16
1424,Hespeler Rd @ Isherwood Ave/Munch Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10931,,16,16
1425,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10932,,16,16
1426,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10933,,16,16
1427,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10934,,16,16
1428,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10935,,16,16
1429,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10936,,16,16
1430,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10937,,16,16
1431,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10938,,16,16
1432,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10939,,16,16
1433,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10940,,16,16
1434,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10941,,16,16
1435,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10942,,16,16
1436,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10943,,16,16
1437,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10944,,16,16
1438,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10945,,16,16
1439,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10946,,16,16
1440,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10947,,16,16
1441,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10948,,16,16
1442,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10949,,16,16
1443,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10950,,16,16
1444,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10951,,16,16
1445,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10952,,16,16
1446,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10953,,16,16
1447,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10954,,16,16
1448,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10955,,16,16
1449,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10956,,16,16
1450,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10957,,16,16
1451,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10958,,16,16
1452,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10959,,16,16
1453,Northumberland St @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10960,,16,16
1454,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10961,,16,16
1455,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10962,,16,16
1456,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10963,,16,16
1457,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10964,,16,16
1458,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10965,,16,16
1459,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10966,,16,16
1460,Edworthy Side Rd @ Cedar Creek Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,North Dumfries,North Dumfries,DET10967,,16,16
1461,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10968,,16,16
1462,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10969,,16,16
1463,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10970,,16,16
1464,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10971,,16,16
1465,Main St @ South Cambridge Mall,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10972,,16,16
1466,Main St @ South Cambridge Mall,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10973,,16,16
1467,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10974,,16,16
1468,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10975,,16,16
1469,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10976,,16,16
1470,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10977,,16,16
1471,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10978,,16,16
1472,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10979,,16,16
1473,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10980,,16,16
1474,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10981,,16,16
1475,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10982,,16,16
1476,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10983,,16,16
1477,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10984,,14.456949065,16.3260024482275
1478,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10985,,16,16
1479,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10986,,16,16
1480,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10987,,16,16
1481,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10988,,16,16
1482,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10989,,16,16
1483,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10990,,16,16
1484,Hespeler Rd @ Guelph Ave,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10991,,16,16
1485,Main St @ South Cambridge Mall,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10992,,16,16
1486,Main St @ South Cambridge Mall,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10993,,16,16
1487,Main St @ South Cambridge Mall,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10994,,16,16
1488,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10995,,16,16
1489,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10996,,16,16
1490,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10997,,16,16
1491,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10998,,16,16
1492,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET10999,,16,16
1493,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11000,,16,16
1494,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11001,,16,16
1495,Fountain St N @ Maple Grove Rd,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11002,,16,16
1507,Northfield Dr E @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET11014,,16,16
1508,Northfield Dr E @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET11015,,16,16
1509,Weber St N @ Columbia St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11016,,16,16
1510,Weber St N @ Columbia St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11017,,16,16
1511,Weber St N @ Columbia St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11018,,16,16
1512,Ottawa St N @ Midland Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11019,,16,16
1513,Highland Rd W @ Eagen Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11020,,16,16
1514,Highland Rd W @ Eagen Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11021,,16,16
1515,Highland Rd W @ Eagen Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11022,,16,16
1516,King St E @ Waterloo St N/Waterloo St S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11023,,16,16
1517,King St E @ Waterloo St N/Waterloo St S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Cambridge,Cambridge,DET11024,,16,16
1518,Erb St W @ Roslin Ave N/Roslin Ave S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11025,,16,16
1519,Erb St W @ Roslin Ave N/Roslin Ave S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11026,,16,16
1520,Weber St E @ Eastwood Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11027,,16,16
1521,Weber St E @ Eastwood Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11028,,16,16
1522,Erb St E @ Peppler St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11029,,4.35561495,8.61588954110185
1523,Erb St E @ Peppler St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11030,,16,16
1535,Northfield Dr E @ Line 86,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Woolwich,Woolwich,DET11042,,16,16
1536,Weber St N @ Columbia St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11043,,16,16
1537,Weber St N @ Columbia St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11044,,16,16
1538,Weber St N @ Columbia St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11045,,16,16
1539,Ottawa St N @ Midland Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11046,,16,16
1540,Ottawa St N @ Midland Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11047,,16,16
1541,Ottawa St N @ Midland Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11048,,16,16
1542,Highland Rd W @ Eagen Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11049,,16,16
1543,Erb St W @ Roslin Ave N/Roslin Ave S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11050,,16,16
1544,Erb St W @ Roslin Ave N/Roslin Ave S,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11051,,16,16
1545,Weber St E @ Eastwood Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11052,,16,16
1546,Weber St E @ Eastwood Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11053,,16,16
1547,Erb St E @ Peppler St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11054,,5.7995936,9.73746119818352
1548,Erb St E @ Peppler St,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11055,,16,16
1549,Weber St S @ Union St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11056,,16,16
1550,Weber St S @ Union St E,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11057,,16,16
1551,Fischer-Hallman Rd @ Forest Heights Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11058,,16,16
1552,Fischer-Hallman Rd @ Forest Heights Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11059,,16,16
1553,Fischer-Hallman Rd @ Forest Heights Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11060,,16,16
1554,Fischer-Hallman Rd @ Forest Heights Collegiate,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Kitchener,Kitchener,DET11061,,16,16
1555,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11062,,16,16
1556,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11063,,16,16
1557,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11064,,16,16
1558,Westmount Rd N @ Father David Bauer Dr,,Puck,Region of Waterloo,Region of Waterloo,In Service,,,Waterloo,Waterloo,DET11065,,16,16
