OBJECTID,ROADSEGMENTID,CARTO_CLASS,SUBCATEGORY,STREET,FROM_STREET,TO_STREET,FROM_LEFT_ADDRESS,TO_LEFT_ADDRESS,FROM_RIGHT_ADDRESS,TO_RIGHT_ADDRESS,REGIONAL_ROAD,LANES,OWNERSHIP,FLOW_DIRECTION,SOURCE,SOURCE_DATE,SPEED_LIMIT,AADT,AADT_YEAR,TRUCK_ACCESS,Shape__Length
59091,8787,Arterial,MAJOR,VICTORIA ST S,CHARLES ST W,JOSEPH ST,,,,,REGIONAL RD 55,5,REG,TwoWay,REG PLAN 420,4/22/2003 12:00:00 AM,50,21085,2015,24HR,128.649630626208
59092,9374,Arterial,MAJOR,OTTAWA ST S,BEDFORD RD,COURTLAND AVE E,183,207,204,208,REGIONAL RD  4,3,REG,TwoWay,REG PLAN 262,4/22/2003 12:00:00 AM,50,14025,2015,24HR,97.3124065231322
59093,15127,Arterial,MAJOR,OTTAWA ST N,OLDFIELD DR,LACKNER BLVD,,,1405,1405,REGIONAL RD  4,5,REG,TwoWay,REG PLAN 1589,4/22/2003 12:00:00 AM,50,10531,2015,24HR,196.428166938297
59100,21865,Arterial,MAJOR,HOMER WATSON BLVD,DOON VILLAGE RD,HURON RD,1575,1575,,,REGIONAL RD 28,5,REG,TwoWay,REG PLAN 1376,4/22/2003 12:00:00 AM,70,35869,2015,24HR,744.251187622771
59101,22068,Arterial,MAJOR,HOMER WATSON BLVD,HURON RD,PIONEER DR,,,,,REGIONAL RD 28,4,REG,TwoWay,REG PLAN 1318,2/9/2004 12:00:00 AM,70,33662,2015,24HR,680.517178280031
59102,22044,Arterial,MAJOR,HOMER WATSON BLVD,PIONEER DR,OLD CARRIAGE DR,,,,,REGIONAL RD 28,5,REG,TwoWay,REG PLAN 1318,2/9/2004 12:00:00 AM,70,34564,2015,24HR,577.684772241013
59103,22713,Arterial,MAJOR,HOMER WATSON BLVD,OLD CARRIAGE DR,DOON SOUTH DR,,,2200,2200,REGIONAL RD 28,5,REG,TwoWay,58R-9382,4/22/2003 12:00:00 AM,70,35575,2015,24HR,488.267689546521
59104,22631,Arterial,MAJOR,HOMER WATSON BLVD,DOON SOUTH DR,NEW DUNDEE RD,2375,2375,2400,2430,REGIONAL RD 28,4,REG,TwoWay,REG PLAN 556,4/22/2003 12:00:00 AM,70,34160,2015,24HR,843.928321504069
59105,22623,Arterial,MAJOR,HOMER WATSON BLVD,CONESTOGA COLLEGE BLVD,401 LON ONRAMP,,,2480,2480,REGIONAL RD 28,9,REG,TwoWay,REG PLAN 1666,4/22/2003 12:00:00 AM,70,35738,2015,24HR,95.103633257562
59113,8671,Arterial,MAJOR,HIGHLAND RD W,NORTH DR,BELMONT AVE W,229,251,230,236,REGIONAL RD  6,4,REG,TwoWay,REG PLAN 230,4/22/2003 12:00:00 AM,50,18327,2015,24HR,93.136483407866
59114,5601,Arterial,MAJOR,FISCHER HALLMAN RD,HIGHLAND RD W,QUEENS BLVD,,,,,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1384,4/22/2003 12:00:00 AM,50,22805,2015,24HR,363.113444782794
59115,20736,Arterial,MAJOR,FISCHER HALLMAN RD,BANKSIDE DR,HIGHLAND RD W,,,,,REGIONAL RD 58,5,REG,TwoWay,REG PLAN 1384,4/22/2003 12:00:00 AM,60,19691,2015,24HR,245.992434515436
59120,11705,Arterial,MAJOR,WEBER ST E,SYDNEY ST N,SHELDON AVE N,566,600,567,591,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 656,4/22/2003 12:00:00 AM,50,17058,2015,7-7 MON-FRI,129.245437629734
59136,9416,Arterial,MAJOR,COURTLAND AVE E,HAYWARD AVE,HILLMOUNT ST,896,926,,,REGIONAL RD 53,5,REG,TwoWay,REG PLAN 1206,8/13/2002 12:00:00 AM,50,24181,2015,24HR,385.615198190214
59138,22479,Arterial,MAJOR,LACKNER BLVD,EBYDALE DR,BRYAN CRT,,,,,REGIONAL RD 54,3,REG,TwoWay,REG PLAN 1595,4/22/2003 12:00:00 AM,60,13208,2015,24HR,386.900177267432
59155,22624,Expressway / Highway,MAJOR,HOMER WATSON BLVD,401 LON ONRAMP,401 LON OFFRAMP,,,,,REGIONAL RD 28,8,REG,TwoWay,REGION,4/22/2003 12:00:00 AM,70,34337,2015,24HR,122.376591301491
59157,40160,Expressway / Highway,MAJOR,HOMER WATSON BLVD,401 LON OFFRAMP,401 TOR ONRAMP,,,,,REGIONAL RD 28,6,REG,TwoWay,REGION,4/22/2003 12:00:00 AM,70,34208,2015,24HR,128.683176562086
59188,11183,Arterial,MAJOR,WEBER ST W,BLUCHER ST,GUELPH ST,311,319,308,316,REGIONAL RD  8,4,REG,TwoWay,REG PLAN373,4/22/2003 12:00:00 AM,50,18257,2015,7-7 MON-FRI,106.560407003399
59189,11164,Arterial,MAJOR,WEBER ST W,REINHARDT ST,BLUCHER ST,273,293,268,290,REGIONAL RD  8,4,REG,TwoWay,REG PLAN 131,4/22/2003 12:00:00 AM,50,18059,2015,7-7 MON-FRI,83.6456712727729
59196,9168,Arterial,MAJOR,QUEEN ST S,MITCHELL ST,SCHNEIDER AVE,479,489,460,466,REGIONAL RD  6,3,REG,TwoWay,REG PLAN 113,4/22/2003 12:00:00 AM,50,17736,2015,24HR,84.0604548952113
59197,9383,Arterial,MAJOR,KING ST E,PRESTON ST,JACKSON AVE,1405,1405,1342,1472,REGIONAL RD 15,3,REG,TwoWay,REG PLAN 657,4/22/2003 12:00:00 AM,50,14208,2015,24HR,232.401010574481
59198,104444,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,REGION,10/4/2007 12:00:00 AM,40,16952,2014,24HR,30.9769692369961
59202,22611,Arterial,MAJOR,NEW DUNDEE RD,EXECUTIVE PL,PINNACLE DR,,,,,REGIONAL RD 12,2,REG,TwoWay,REG PLAN 1650,4/22/2003 12:00:00 AM,80,8762,2015,24HR,537.55370926232
59207,22170,Arterial,MAJOR,KING ST E,HOFSTETTER AVE,RIVER RD E,3355,3355,3328,3400,REGIONAL RD  8,3,REG,TwoWay,REG PLAN 1310,4/22/2003 12:00:00 AM,50,18644,2015,24HR,171.54909723431
59208,22305,Arterial,MAJOR,RIVER RD E,MORGAN AVE,GRAND RIVER BLVD,,,,,REGIONAL RD 56,4,REG,TwoWay,REG PLAN 1310,4/22/2003 12:00:00 AM,50,4085,2013,7-7 MON-SAT,133.499959608523
59214,5725,Arterial,MAJOR,HIGHLAND RD W,QUEENS BLVD,GARDEN AVE,29,45,6,48,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 228,4/22/2003 12:00:00 AM,50,15131,2015,24HR,142.283795634542
59223,21513,Arterial,MAJOR,NEW DUNDEE RD,REIDEL DR,FISCHER HALLMAN RD,,,1798,2118,REGIONAL RD 12,2,REG,TwoWay,UNKNOWN,2/18/2004 12:00:00 AM,80,6608,2015,24HR,2397.33819958932
59224,21493,Arterial,MAJOR,NEW DUNDEE RD,FISCHER HALLMAN RD,TRUSSLER RD,,,2258,2878,REGIONAL RD 12,2,REG,TwoWay,58R-3120,4/22/2003 12:00:00 AM,80,4296,2015,24HR,2039.17664991724
59225,22769,Arterial,MAJOR,NEW DUNDEE RD,BLAIR VALLEY ST,REIDEL DR,,,1478,1478,REGIONAL RD 12,2,REG,TwoWay,58R-13914,4/22/2003 12:00:00 AM,80,3500,2009,24HR,498.448979070746
59243,8923,Arterial,MAJOR,VICTORIA ST S,HALLS LANE W,CHARLES ST W,,,10,10,REGIONAL RD 55,4,REG,TwoWay,REG PLAN 420,4/22/2003 12:00:00 AM,50,19306,2015,24HR,55.4106143151996
59247,8707,Arterial,MAJOR,QUEEN ST S,SCHNEIDER AVE,MILL ST,,,,,REGIONAL RD  6,2,REG,TwoWay,REG PLAN 89,4/22/2003 12:00:00 AM,50,17419,2015,24HR,22.9936304486836
59256,5880,Arterial,MAJOR,KING ST W,VICTORIA ST N,BREITHAUPT ST,565,569,510,520,REGIONAL RD 15,2,REG,TwoWay,REG PLAN 374,4/22/2003 12:00:00 AM,50,20068,2015,24HR,258.154789298913
59260,25596,Ramp,MAJOR,HOMER WATSON ONRAMP,HURON RD,HOMER WATSON BLVD,,,,,REGIONAL RD 28,1,REG,ToFrom,REG PLAN 576,4/22/2003 12:00:00 AM,50,1902,2015,24HR,255.37233740955
59301,105584,Arterial,MAJOR,OTTAWA ST S,BENNINGER DR,TRUSSLER RD,2219,2219,,,REGIONAL RD  4,2,REG,TwoWay,WDR 296,4/22/2003 12:00:00 AM,60,6576,2015,24HR,611.292246124344
64322,602989,Arterial,MAJOR,BLEAMS RD,FORESTWALK ST,DONNENWERTH DR,1643,1643,,,REGIONAL RD 56,3,REG,TwoWay,58M-344,2/18/2005 12:00:00 AM,70,5841,2017,24HR,226.960334003332
64323,602992,Arterial,MAJOR,FISCHER HALLMAN RD,BLEAMS RD,ROSENBERG WAY,1270,1340,1255,1291,REGIONAL RD 58,3,REG,TwoWay,58R-7094,8/13/2002 12:00:00 AM,60,17145,2015,24HR,614.859552376771
64324,602991,Arterial,MAJOR,FISCHER HALLMAN RD,ROSENBERG WAY,FORESTWALK ST,,,,,REGIONAL RD 58,2,REG,TwoWay,58R-7094,8/13/2002 12:00:00 AM,60,17145,2015,24HR,183.853826339738
64325,104445,Arterial,MAJOR,FISCHER HALLMAN RD,SIENNA ST,WEST OAK TRAIL,1684,1684,,,REGIONAL RD 58,3,REG,TwoWay,58R-7094,8/13/2002 12:00:00 AM,60,12713,2014,24HR,30.6430963677943
67526,603289,Roundabout,MAJOR,MANITOU DR,MANITOU DR,MANITOU DR,,,,,REGIONAL RD 69,2,REG,FromTo,,,40,27581,2015,24HR,70.9876867788209
67527,603309,Roundabout,MAJOR,MANITOU DR,MANITOU DR,MANITOU DR,,,,,REGIONAL RD 69,2,REG,FromTo,,,40,27581,2015,24HR,33.9544496572758
67528,603310,Roundabout,MAJOR,MANITOU DR,MANITOU DR,MANITOU DR,,,,,REGIONAL RD 69,2,REG,FromTo,,,40,27581,2015,24HR,36.7062855693128
71362,602286,Expressway / Highway,MAJOR,HOMER WATSON BLVD,401 LON OFFRAMP,401 LON OFFRAMP,,,,,REGIONAL RD 28,6,REG,TwoWay,REGION,10/3/2007 12:00:00 AM,70,34337,2015,24HR,220.005287552953
72643,603730,Roundabout,MAJOR,OTTAWA ST S,ALPINE RD,OTTAWA ST S,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,26896,2015,24HR,40.0851129490346
72644,603752,Roundabout,MAJOR,OTTAWA ST S,OTTAWA ST S,C_PKY WAT ONRAMP,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,26896,2015,24HR,31.2417702718387
72645,603732,Roundabout,MAJOR,OTTAWA ST S,C_PKY WAT OFFRAMP,OTTAWA ST S,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,26896,2015,24HR,24.6923393361523
72646,603753,Roundabout,MAJOR,OTTAWA ST S,OTTAWA ST S,ALPINE RD,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,26896,2015,24HR,36.7531233217839
72647,603733,Roundabout,MAJOR,OTTAWA ST S,HOMER WATSON BLVD,OTTAWA ST S,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,32070,2015,24HR,42.8514406486907
72649,603735,Roundabout,MAJOR,OTTAWA ST S,HOMER WATSON BLVD,OTTAWA ST S,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,32070,2015,24HR,45.5028911319716
72650,603751,Roundabout,MAJOR,OTTAWA ST S,OTTAWA ST S,HOMER WATSON BLVD,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,32070,2015,24HR,42.3735475911566
72651,603750,Roundabout,MAJOR,OTTAWA ST S,OTTAWA ST S,HOMER WATSON BLVD,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,32070,2015,24HR,38.4490944434854
72658,603731,Roundabout,MAJOR,OTTAWA ST S,C_PKY WAT ONRAMP,C_PKY WAT OFFRAMP,,,,,REGIONAL RD  4,3,REG,FromTo,ENG PLAN 775936,4/6/2017 12:00:00 AM,40,26896,2015,24HR,21.9348645975832
75204,16249,Arterial,MAJOR,KING ST E,DEER RIDGE DR,SPORTSWORLD CROSSING RD,4233,4299,4210,4220,REGIONAL RD  8,6,REG,TwoWay,PLAN 768,4/22/2003 12:00:00 AM,50,36995,2015,24HR,218.226212885292
75205,603929,Arterial,MAJOR,KING ST E,SPORTSWORLD CROSSING RD,HELDMANN RD,4275,4319,4300,4326,REGIONAL RD  8,6,REG,TwoWay,PLAN 768,4/22/2003 12:00:00 AM,60,36995,2015,24HR,165.566165140865
81923,604830,Arterial,MAJOR,LACKNER BLVD,OTTAWA ST N,LACKNER PL,1000,1000,,,REGIONAL RD 54,4,REG,TwoWay,REG PLAN 1589,4/22/2003 12:00:00 AM,50,1000,,24HR,152.275766097057
82562,604949,Arterial,MAJOR,FISCHER HALLMAN RD,HURON RD,WALLACETON WAY,,,,,REGIONAL RD 58,2,REG,TwoWay,58R-1754,2/9/2004 12:00:00 AM,60,11330,,24HR,273.466138135831
102082,607929,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,ORTHO 2022,5/1/2022 12:00:00 AM,50,1000,2023,24HR,37.5373023903608
102084,607949,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,ORTHO 2022,5/1/2022 12:00:00 AM,50,1000,2023,24HR,34.6426246362693
102085,607950,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,ORTHO 2022,5/1/2022 12:00:00 AM,50,1000,2023,24HR,36.7945737291402
102086,607952,Roundabout,MAJOR,FISCHER HALLMAN RD,FISCHER HALLMAN RD,FISCHER HALLMAN RD,,,,,REGIONAL RD 58,2,REG,FromTo,ORTHO 2022,5/1/2022 12:00:00 AM,50,1000,2023,24HR,35.7837276263238
