OBJECTID,CATEGORY,SUBCATEGORY,SOURCE,SOURCE_DATE,STATUS,STATUS_DATE,CREATE_DATE,UPDATE_DATE,ANGLE,PARKINGFACILITYID,PARKINGFEATUREID,OWNERSHIP,LOCATION_DESCRIPTION,ARROW_DIRECTION,SIDE_OF_ROAD,Greenp Order,x,y
5168,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:02:13 PM,1/3/2019 12:27:51 PM,,5823,92226,KITCHENER,LOT 24,,N\A,,-8961549.44180936,5380808.10907091
5169,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:02:18 PM,1/3/2019 12:27:51 PM,,5823,92227,KITCHENER,LOT 24,,N\A,,-8961510.42393238,5380776.58601718
5170,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:02:21 PM,1/3/2019 12:27:51 PM,,5823,92228,KITCHENER,LOT 24,,N\A,,-8961475.49167174,5380820.10507489
5171,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:02:29 PM,1/3/2019 12:27:51 PM,,5823,92229,KITCHENER,LOT 24,,N\A,,-8961433.81397249,5380831.80099683
5172,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:02:41 PM,1/3/2019 12:27:51 PM,,5823,92230,KITCHENER,LOT 24,,N\A,,-8961438.99902511,5380783.29973796
5174,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:34 PM,1/3/2019 12:27:51 PM,,5823,92232,KITCHENER,LOT 24,,N\A,,-8961489.33990038,5380670.22943479
5175,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:37 PM,1/3/2019 12:27:51 PM,,5823,92233,KITCHENER,LOT 24,,N\A,,-8961492.16610094,5380672.43825222
5176,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:38 PM,1/3/2019 12:27:51 PM,,5823,92234,KITCHENER,LOT 24,,N\A,,-8961496.56790624,5380675.97161722
5177,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:39 PM,1/3/2019 12:27:51 PM,,5823,92235,KITCHENER,LOT 24,,N\A,,-8961499.33950081,5380678.18010657
5178,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:41 PM,1/3/2019 12:27:51 PM,,5823,92236,KITCHENER,LOT 24,,N\A,,-8961504.34029669,5380681.99104185
5179,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:44 PM,1/3/2019 12:27:51 PM,,5823,92237,KITCHENER,LOT 24,,N\A,,-8961507.92734001,5380684.80718646
5180,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:45 PM,1/3/2019 12:27:51 PM,,5823,92238,KITCHENER,LOT 24,,N\A,,-8961513.30838702,5380688.94918591
5181,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:47 PM,1/3/2019 12:27:51 PM,,5823,92239,KITCHENER,LOT 24,,N\A,,-8961516.56782318,5380691.76334419
5182,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:50 PM,1/3/2019 12:27:51 PM,,5823,92240,KITCHENER,LOT 24,,N\A,,-8961479.75975047,5380683.54242099
5183,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:51 PM,1/3/2019 12:27:51 PM,,5823,92241,KITCHENER,LOT 24,,N\A,,-8961483.40041796,5380686.52329099
5184,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:52 PM,1/3/2019 12:27:51 PM,,5823,92242,KITCHENER,LOT 24,,N\A,,-8961488.56336525,5380690.60919278
5185,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:54 PM,1/3/2019 12:27:51 PM,,5823,92243,KITCHENER,LOT 24,,N\A,,-8961492.20436446,5380693.53525808
5186,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:56 PM,1/3/2019 12:27:51 PM,,5823,92244,KITCHENER,LOT 24,,N\A,,-8961497.52982168,5380697.84133155
5187,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:03:57 PM,1/3/2019 12:27:51 PM,,5823,92245,KITCHENER,LOT 24,,N\A,,-8961501.11556492,5380700.87665315
5188,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:04:00 PM,1/3/2019 12:27:51 PM,,5823,92246,KITCHENER,LOT 24,,N\A,,-8961505.73480291,5380704.57572173
5189,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:04:12 PM,1/3/2019 12:27:51 PM,,5823,92247,KITCHENER,LOT 24,,N\A,,-8961611.64900169,5380677.78938463
5190,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:04:14 PM,1/3/2019 12:27:51 PM,,5823,92248,KITCHENER,LOT 24,,N\A,,-8961614.96470021,5380680.32985904
5191,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:04:16 PM,1/3/2019 12:27:51 PM,,5823,92249,KITCHENER,LOT 24,,N\A,,-8961619.58560021,5380683.75491251
5192,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:05:55 PM,1/3/2019 12:27:51 PM,,5823,92250,KITCHENER,LOT 24,,N\A,,-8961645.10192991,5380630.32540349
5193,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:05:57 PM,1/3/2019 12:27:51 PM,,5823,92251,KITCHENER,LOT 24,,N\A,,-8961620.23569199,5380661.63001651
5194,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:08:29 PM,1/3/2019 12:27:51 PM,,5823,92252,KITCHENER,LOT 24,,N\A,,-8961508.75132043,5380706.91975843
5195,HANDICAP PARKING,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:08:30 PM,1/3/2019 12:27:51 PM,,5823,92253,KITCHENER,LOT 24,,N\A,,-8961512.95294262,5380710.45192922
5196,PAY AND DISPLAY,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:09:15 PM,1/3/2019 12:27:51 PM,,5823,92254,KITCHENER,LOT 24,,N\A,,-8961505.40992495,5380715.43345499
5197,SALTBOX,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:09:19 PM,1/3/2019 12:27:51 PM,,5823,92255,KITCHENER,LOT 24,,N\A,,-8961504.82377999,5380716.05827464
5198,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:10:48 PM,1/3/2019 12:27:51 PM,,5823,92256,KITCHENER,LOT 24,,N\A,,-8961534.11939672,5380676.34151632
5199,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:11:07 PM,1/3/2019 12:27:51 PM,,5823,92257,KITCHENER,LOT 24,,N\A,,-8961507.98654554,5380677.68458179
5200,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:11:15 PM,1/3/2019 12:27:51 PM,,5823,92258,KITCHENER,LOT 24,,N\A,,-8961489.66907848,5380700.7370951
5201,EXIT,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:12:27 PM,1/3/2019 12:27:51 PM,172,5823,92259,KITCHENER,LOT 24,,N\A,,-8961590.15190083,5380809.07867536
5202,ENTRANCE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:12:29 PM,1/3/2019 12:27:51 PM,172,5823,92260,KITCHENER,LOT 24,,N\A,,-8961596.96511247,5380810.97460014
5203,LIGHT POLE,LOT 24,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,5/10/2016 12:00:00 AM,5/10/2017 1:13:37 PM,1/3/2019 12:27:51 PM,,5823,92261,KITCHENER,LOT 24,,N\A,,-8961544.75253051,5380851.50194783
5443,ENTRANCE,LOT 2,ORTHO 2016,,HISTORIC,4/18/2023 1:31:25 PM,9/11/2017 11:20:24 AM,4/18/2023 1:31:25 PM,30,2043,97813,KITCHENER,LOT 2,,N\A,,-8959900.59539909,5380729.07058829
5444,EXIT,LOT 2,ORTHO 2016,,ACTIVE,9/11/2017 11:20:27 AM,9/11/2017 11:20:27 AM,1/3/2019 12:27:51 PM,30,2043,97814,KITCHENER,LOT 2,,N\A,,-8959944.46885714,5380755.27995269
5445,EXIT ARROW,,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/12/2017 9:22:32 AM,9/12/2017 9:22:32 AM,1/3/2019 12:27:51 PM,210,2023,97857,KITCHENER,DUKE PARKING GARAGE,,N\A,,-8960021.99846567,5380892.81334156
5446,EXIT,,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/12/2017 9:21:52 AM,9/12/2017 9:21:52 AM,1/3/2019 12:27:51 PM,210,2023,97855,KITCHENER,DUKE PARKING GARAGE,,N\A,,-8960025.9308568,5380898.238012
5447,EXIT,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/12/2017 9:21:03 AM,9/12/2017 9:21:03 AM,1/3/2019 12:27:51 PM,210,5952,97852,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959515.36312927,5381243.95372332
5448,ENTRANCE,LOT 19A,ORTHO 2016,5/15/2016 12:00:00 AM,ACTIVE,9/12/2017 9:21:27 AM,9/12/2017 9:21:27 AM,1/3/2019 12:27:51 PM,210,5952,97853,KITCHENER,LOT 19A (CENTRE IN THE SQUARE),,N\A,,-8959519.9834121,5381246.6401893
5449,ENTRANCE,LOT 16,ORTHO 2016,7/9/2003 3:53:00 PM,ACTIVE,9/12/2017 9:21:56 AM,9/12/2017 9:21:56 AM,1/3/2019 12:27:51 PM,290,2011,97856,KITCHENER,LOT 16,,N\A,,-8960691.31881673,5380928.36606717
5450,EXIT,LOT 16,ORTHO 2016,7/9/2003 3:53:00 PM,ACTIVE,9/12/2017 9:21:41 AM,9/12/2017 9:21:41 AM,1/3/2019 12:27:51 PM,290,2011,97854,KITCHENER,LOT 16,,N\A,,-8960692.75220869,5380925.0527242
5451,ENTRANCE,LOT 9,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/11/2017 3:11:52 PM,9/11/2017 3:11:52 PM,1/3/2019 12:27:51 PM,20,2049,97833,KITCHENER,LOT 9,,N\A,,-8960266.57665814,5380704.95542059
5452,EXIT,LOT 9,ORTHO 2016,5/10/2016 12:00:00 AM,ACTIVE,9/11/2017 3:11:49 PM,9/11/2017 3:11:49 PM,1/3/2019 12:27:51 PM,20,2049,97832,KITCHENER,LOT 9,,N\A,,-8960269.9606423,5380706.48099017
5454,ENTRANCE ARROW,,,,ACTIVE,11/30/2017 1:14:44 PM,11/30/2017 1:14:44 PM,1/3/2019 12:27:51 PM,120,5903,105016,KITCHENER,CIVIC DISTRICT GARAGE,,N\A,,-8959756.19869653,5381117.11396723
5456,ENTRANCE,LOT 7,ORTHO 2017,4/1/2017 12:00:00 AM,ACTIVE,11/30/2017 12:00:00 AM,11/30/2017 1:33:59 PM,1/3/2019 12:27:51 PM,135,2090,105018,KITCHENER,CHARLES ST E AT QUEEN ST S,,N\A,,-8960113.20213201,5380526.86159071
5762,HANDICAP PARKING,,ORTHO 2017,4/24/2018 12:00:00 AM,ACTIVE,4/24/2018 2:41:32 PM,4/24/2018 2:41:32 PM,1/3/2019 12:27:51 PM,,5885,123767,KITCHENER,VP DAVID ST AND JUBILEE DR,,N\A,,-8960565.87779056,5380325.07671224
5763,HANDICAP PARKING,,ORTHO 2017,4/24/2018 12:00:00 AM,ACTIVE,4/24/2018 2:41:35 PM,4/24/2018 2:41:35 PM,1/3/2019 12:27:51 PM,,5885,123768,KITCHENER,VP DAVID ST AND JUBILEE DR,,N\A,,-8960562.19310078,5380329.41397244
6402,EXIT,,PARK PLAN,3/4/2019 12:00:00 AM,PLANNED,3/5/2019 11:16:33 AM,3/5/2019 11:16:33 AM,3/5/2019 2:46:16 PM,,,152057,KITCHENER,UPPER CANADA PARK,RIGHT,,,-8953866.53008304,5372177.16405437
6403,EXIT,,PARK PLAN,3/4/2019 12:00:00 AM,PLANNED,3/5/2019 11:16:35 AM,3/5/2019 11:16:35 AM,3/5/2019 2:46:16 PM,,,152058,KITCHENER,UPPER CANADA PARK,STRAIGHT/RIGHT,,,-8953862.17750144,5372179.93678964
6404,ENTRANCE,,PARK PLAN,4/6/2018 12:00:00 AM,PLANNED,3/5/2019 11:16:39 AM,3/5/2019 11:16:39 AM,3/5/2019 2:46:16 PM,,,152059,KITCHENER,UPPER CANADA PARK,STRAIGHT,,,-8953857.78964087,5372182.65352312
6405,HANDICAP PARKING,,PARK PLAN,,ACTIVE,3/5/2019 11:19:42 AM,3/5/2019 11:19:42 AM,3/5/2019 11:22:51 AM,,,152060,KITCHENER,,,,,-8953959.06543494,5372273.28930891
6406,HANDICAP PARKING,,PARK PLAN,,ACTIVE,3/5/2019 11:19:44 AM,3/5/2019 11:19:44 AM,3/5/2019 11:22:51 AM,,,152061,KITCHENER,,,,,-8953953.45788318,5372276.68804234
6407,HANDICAP PARKING,,PARK PLAN,,ACTIVE,3/5/2019 11:19:48 AM,3/5/2019 11:19:48 AM,3/5/2019 11:22:51 AM,,,152062,KITCHENER,,,,,-8953949.90927411,5372278.83884091
6408,HANDICAP PARKING,,PARK PLAN,,ACTIVE,3/5/2019 11:19:52 AM,3/5/2019 11:19:52 AM,3/5/2019 11:22:51 AM,,,152063,KITCHENER,,,,,-8953944.35076225,5372282.20783646
6409,HANDICAP PARKING,,PARK PLAN,,PLANNED,3/5/2019 11:20:00 AM,3/5/2019 11:20:00 AM,3/5/2019 2:46:16 PM,,,152064,KITCHENER,,,,,-8953880.23916315,5372298.55416283
6410,HANDICAP PARKING,,PARK PLAN,,PLANNED,3/5/2019 11:20:01 AM,3/5/2019 11:20:01 AM,3/5/2019 2:46:16 PM,,,152065,KITCHENER,,,,,-8953874.89567465,5372301.79277531
6411,HANDICAP PARKING,,PARK PLAN,,PLANNED,3/5/2019 11:20:03 AM,3/5/2019 11:20:03 AM,3/5/2019 2:46:16 PM,,,152066,KITCHENER,,,,,-8953871.4419602,5372303.8860241
6412,HANDICAP PARKING,,PARK PLAN,,PLANNED,3/5/2019 11:20:04 AM,3/5/2019 11:20:04 AM,3/5/2019 2:46:16 PM,,,152067,KITCHENER,,,,,-8953866.11713727,5372307.11333149
6413,MATERNITY PARKING,,PARK PLAN,,PLANNED,3/5/2019 11:20:07 AM,3/5/2019 11:20:07 AM,3/5/2019 2:46:16 PM,,,152068,KITCHENER,,,,,-8953862.50342633,5372309.32466671
6414,MATERNITY PARKING,,PARK PLAN,,PLANNED,3/5/2019 11:20:09 AM,3/5/2019 11:20:09 AM,3/5/2019 2:46:16 PM,,,152069,KITCHENER,,,,,-8953859.55479313,5372311.19241646
6415,E.V. CHARGING STATION,CITY HALL,,,ACTIVE,6/11/2019 12:21:40 PM,6/11/2019 12:21:40 PM,6/11/2019 12:23:05 PM,,,171881,UNKNOWN,CITY HALL,,,,-8960385.75177025,5381022.24261311
6722,,,,,,1/3/2020 1:53:01 PM,1/3/2020 1:53:01 PM,1/3/2020 1:53:01 PM,,,192816,,,,,
6750,GREEN P PARKING SIGN,PARKING AHEAD,TONYK TRAFFIC,,ACTIVE,1/9/2020 11:30:10 AM,1/9/2020 11:30:10 AM,4/2/2020 4:21:13 PM,,,192968,KITCHENER,VICTORIA ST S AT THERESA ST ON LIGHT POLE,LEFT,EAST,28,-8961373.52760139,5380620.32259405
7366,,,,,,4/2/2020 4:17:16 PM,4/2/2020 4:17:16 PM,4/2/2020 4:21:13 PM,,,194227,,,,,
8002,GREEN P PARKING SIGN,PARKING,2009 ORTHO,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:28:02 AM,0,,194536,KITCHENER,KITCHENER MARKET PARKING GARAGE ENTRANCE,P,WEST,40,-8959323.62817854,5380417.96805683
8003,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194537,KITCHENER,CHARLES ST E BETWEEN MADISON AVE S AND CEDAR ST S ON LIGHT POLE,STRAIGHT/RIGHT,NORTH,54,-8959361.98853577,5380150.89715329
8004,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194538,KITCHENER,WEBER ST W BETWEEN QUEEN ST N AND YOUNG ST ON POLE,STRAIGHT/LEFT,NORTH,56,-8959921.52862899,5381084.23219659
8005,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194539,KITCHENER,WEBER ST W AT YOUNG ST ON POLE,LEFT,NORTH,57,-8960143.64716525,5381217.77549814
8006,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194540,KITCHENER,KING ST W AT QUEEN ST S ON LIGHT POLE,STRAIGHT/LEFT,SOUTH,60,-8960053.53054108,5380706.55436802
8007,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194541,KITCHENER,COURTLAND AVE E AT BENTON ST ON POLE,RIGHT,NORTH,58,-8960244.66362453,5379999.91103218
8008,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194542,KITCHENER,QUEEN ST S AT CHARLES ST W ON LIGHT POLE,LEFT,WEST,59,-8960088.76907412,5380588.87130539
8009,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194543,KITCHENER,DUKE ST W AT YOUNG ST ON LIGHT POLE,LEFT,NORTH,46,-8960236.41142811,5381039.6495832
8010,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194544,KITCHENER,KING ST E AT QUEEN ST N ON LIGHT POLE,STRAIGHT/RIGHT,NORTH,48,-8959983.80223341,5380685.86587972
8011,GREEN P PARKING SIGN,PARKING AHEAD,2009 ORTHO,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194545,KITCHENER,FREDERICK ST AT KING ST E ON LIGHT POLE,STRAIGHT/LEFT,WEST,47,-8959802.95641814,5380736.25427311
8012,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194546,KITCHENER,QUEEN ST N AT ROY ST,STRAIGHT/LEFT,WEST,49,-8959741.20969152,5381171.12857976
8013,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194547,KITCHENER,WEBER ST E AT SCOTT ST ON LIGHT POLE,STRAIGHT,SOUTH,53,-8959545.07468807,5380827.57201615
8014,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194548,KITCHENER,KING ST W AT VICTORIA ST S ON UCHANNEL,STRAIGHT,SOUTH,61,-8960962.92485621,5381124.18740735
8015,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194549,KITCHENER,DUKE ST W AT HEIT LANE ON UCHANNEL,STRAIGHT,NORTH,62,-8960721.00023693,5381255.46522518
8016,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194550,KITCHENER,VICTORIA ST S AT CHARLES ST W ON LIGHT POLE,STRAIGHT/RIGHT,EAST,63,-8961102.3571179,5380942.12346374
8017,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194551,KITCHENER,VICTORIA ST S AT CHARLES ST W,LEFT,WEST,64,-8961074.94316906,5381047.28266736
8018,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194552,KITCHENER,VICTORIA ST S AT JOSEPH ST ON LIGHT POLE,STRAIGHT,EAST,65,-8961225.77964645,5380793.50284517
8019,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194553,KITCHENER,VICTORIA ST N AT DUKE ST W ON LIGHT POLE,STRAIGHT/LEFT,WEST,66,-8960695.01744602,5381394.90307117
8020,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194554,KITCHENER,WEBER ST W AT YOUNG ST ON UCHANNEL,STRAIGHT/RIGHT,SOUTH,68,-8960203.39285636,5381219.47417562
8021,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194555,KITCHENER,WEBER ST W AT ONTARIO ST N ON UCHANNEL,STRAIGHT/RIGHT,SOUTH,69,-8960011.07485901,5381106.18783154
8022,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194556,KITCHENER,WEBER ST W AT QUEEN ST N ON UCHANNEL,STRAIGHT/RIGHT,SOUTH,70,-8959865.32777719,5381018.83327615
8023,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194557,KITCHENER,MARGARET AVE AT MAYNARD AVE ON UCHANNEL,STRAIGHT,SOUTH,67,-8959875.34466678,5381562.82487393
8024,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194558,KITCHENER,QUEEN ST N AT WEBER ST E ON LIGHT POLE,STRAIGHT/LEFT/RIGHT,EAST,52,-8959824.31414536,5380981.44821678
8025,GREEN P PARKING SIGN,PARKING AHEAD,TONYK PARKING,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194559,KITCHENER,SCOTT ST AT KING ST E ON LIGHT POLE,RIGHT/LEFT,WEST,55,-8959663.02495228,5380524.1764892
8026,GREEN P PARKING SIGN,PARKING AHEAD,ORTHO 2016,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194560,KITCHENER,FRANCIS ST S AT CHARLES ST W,STRAIGHT,EAST,50,-8960846.08907937,5380969.94522823
8027,GREEN P PARKING SIGN,PARKING AHEAD,ORTHO 2016,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194561,KITCHENER,CHARLES ST W AT ONTARIO ST S ON LIGHT POLE,STRAIGHT/LEFT,SOUTH,45,-8960310.2356958,5380655.24175451
8028,GREEN P PARKING SIGN,PARKING AHEAD,ORTHO 2016,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194562,KITCHENER,WATER ST S AT CHARLES ST W,LEFT,WEST,51,-8960672.14212367,5380865.35808324
8029,GREEN P PARKING SIGN,PARKING,2009 ORTHO,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:28:02 AM,0,,194563,KITCHENER,CHARLES/BENTON PARKING GARAGE ENTRANCE,P,NORTH,41,-8960021.86796548,5380530.78200377
8030,GREEN P PARKING SIGN,PARKING AHEAD,ORTHO 2016,,ACTIVE,4/14/2020 11:23:02 AM,4/14/2020 11:23:02 AM,11/1/2023 10:32:03 AM,0,,194564,KITCHENER,QUEEN ST N AT OTTO ST,STRAIGHT/LEFT,WEST,39,-8959582.34195935,5381443.05868749
